"Notes"	"Cause of death"	"Cause of death Code"	"Age Group"	"Age Group Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"Diffuse non-Hodgkin lymphoma, unspecified"	"C83.9"	"65-74 years"	"65-74"	"Male"	"M"	10	8293485	0.1 (Unreliable)
	"Diffuse non-Hodgkin lymphoma, unspecified"	"C83.9"	"75-84 years"	"75-84"	"Male"	"M"	11	4813716	0.2 (Unreliable)
	"Mycosis fungoides - Malignant neoplasms"	"C84.0"	"55-64 years"	"55-64"	"Male"	"M"	11	11399263	0.1 (Unreliable)
	"Mycosis fungoides - Malignant neoplasms"	"C84.0"	"65-74 years"	"65-74"	"Female"	"F"	12	10125424	0.1 (Unreliable)
	"Mycosis fungoides - Malignant neoplasms"	"C84.0"	"65-74 years"	"65-74"	"Male"	"M"	15	8293485	0.2 (Unreliable)
	"Mycosis fungoides - Malignant neoplasms"	"C84.0"	"75-84 years"	"75-84"	"Female"	"F"	14	7411198	0.2 (Unreliable)
	"Mycosis fungoides - Malignant neoplasms"	"C84.0"	"75-84 years"	"75-84"	"Male"	"M"	18	4813716	0.4 (Unreliable)
	"Mycosis fungoides - Malignant neoplasms"	"C84.0"	"85+ years"	"85+"	"Female"	"F"	10	2960708	0.3 (Unreliable)
	"Other and unspecified T-cell lymphomas - Malignant neoplasms"	"C84.5"	"35-44 years"	"35-44"	"Female"	"F"	12	22669604	0.1 (Unreliable)
	"Other and unspecified T-cell lymphomas - Malignant neoplasms"	"C84.5"	"35-44 years"	"35-44"	"Male"	"M"	19	22407073	0.1 (Unreliable)
	"Other and unspecified T-cell lymphomas - Malignant neoplasms"	"C84.5"	"45-54 years"	"45-54"	"Female"	"F"	19	18632305	0.1 (Unreliable)
	"Other and unspecified T-cell lymphomas - Malignant neoplasms"	"C84.5"	"45-54 years"	"45-54"	"Male"	"M"	34	17945514	0.2
	"Other and unspecified T-cell lymphomas - Malignant neoplasms"	"C84.5"	"55-64 years"	"55-64"	"Female"	"F"	35	12378763	0.3
	"Other and unspecified T-cell lymphomas - Malignant neoplasms"	"C84.5"	"55-64 years"	"55-64"	"Male"	"M"	56	11399263	0.5
	"Other and unspecified T-cell lymphomas - Malignant neoplasms"	"C84.5"	"65-74 years"	"65-74"	"Female"	"F"	47	10125424	0.5
	"Other and unspecified T-cell lymphomas - Malignant neoplasms"	"C84.5"	"65-74 years"	"65-74"	"Male"	"M"	83	8293485	1.0
	"Other and unspecified T-cell lymphomas - Malignant neoplasms"	"C84.5"	"75-84 years"	"75-84"	"Female"	"F"	52	7411198	0.7
	"Other and unspecified T-cell lymphomas - Malignant neoplasms"	"C84.5"	"75-84 years"	"75-84"	"Male"	"M"	58	4813716	1.2
	"Other and unspecified T-cell lymphomas - Malignant neoplasms"	"C84.5"	"85+ years"	"85+"	"Female"	"F"	26	2960708	0.9
	"Other and unspecified T-cell lymphomas - Malignant neoplasms"	"C84.5"	"85+ years"	"85+"	"Male"	"M"	16	1193310	1.3 (Unreliable)
	"Lymphosarcoma - Malignant neoplasms"	"C85.0"	"75-84 years"	"75-84"	"Female"	"F"	16	7411198	0.2 (Unreliable)
	"B-cell lymphoma, unspecified - Malignant neoplasms"	"C85.1"	"45-54 years"	"45-54"	"Female"	"F"	14	18632305	0.1 (Unreliable)
	"B-cell lymphoma, unspecified - Malignant neoplasms"	"C85.1"	"45-54 years"	"45-54"	"Male"	"M"	23	17945514	0.1
	"B-cell lymphoma, unspecified - Malignant neoplasms"	"C85.1"	"55-64 years"	"55-64"	"Female"	"F"	21	12378763	0.2
	"B-cell lymphoma, unspecified - Malignant neoplasms"	"C85.1"	"55-64 years"	"55-64"	"Male"	"M"	29	11399263	0.3
	"B-cell lymphoma, unspecified - Malignant neoplasms"	"C85.1"	"65-74 years"	"65-74"	"Female"	"F"	40	10125424	0.4
	"B-cell lymphoma, unspecified - Malignant neoplasms"	"C85.1"	"65-74 years"	"65-74"	"Male"	"M"	53	8293485	0.6
	"B-cell lymphoma, unspecified - Malignant neoplasms"	"C85.1"	"75-84 years"	"75-84"	"Female"	"F"	87	7411198	1.2
	"B-cell lymphoma, unspecified - Malignant neoplasms"	"C85.1"	"75-84 years"	"75-84"	"Male"	"M"	74	4813716	1.5
	"B-cell lymphoma, unspecified - Malignant neoplasms"	"C85.1"	"85+ years"	"85+"	"Female"	"F"	56	2960708	1.9
	"B-cell lymphoma, unspecified - Malignant neoplasms"	"C85.1"	"85+ years"	"85+"	"Male"	"M"	41	1193310	3.4
	"Non-Hodgkin lymphoma, unspecified type"	"C85.9"	"15-19 years"	"15-19"	"Female"	"F"	15	9761569	0.2 (Unreliable)
	"Non-Hodgkin lymphoma, unspecified type"	"C85.9"	"15-19 years"	"15-19"	"Male"	"M"	13	10323033	0.1 (Unreliable)
	"Non-Hodgkin lymphoma, unspecified type"	"C85.9"	"20-24 years"	"20-24"	"Female"	"F"	28	9098615	0.3
	"Non-Hodgkin lymphoma, unspecified type"	"C85.9"	"20-24 years"	"20-24"	"Male"	"M"	41	9492814	0.4
	"Non-Hodgkin lymphoma, unspecified type"	"C85.9"	"25-34 years"	"25-34"	"Female"	"F"	91	19945090	0.5
	"Non-Hodgkin lymphoma, unspecified type"	"C85.9"	"25-34 years"	"25-34"	"Male"	"M"	135	20233316	0.7
	"Non-Hodgkin lymphoma, unspecified type"	"C85.9"	"35-44 years"	"35-44"	"Female"	"F"	225	22669604	1.0
	"Non-Hodgkin lymphoma, unspecified type"	"C85.9"	"35-44 years"	"35-44"	"Male"	"M"	407	22407073	1.8
	"Non-Hodgkin lymphoma, unspecified type"	"C85.9"	"45-54 years"	"45-54"	"Female"	"F"	513	18632305	2.8
	"Non-Hodgkin lymphoma, unspecified type"	"C85.9"	"45-54 years"	"45-54"	"Male"	"M"	879	17945514	4.9
	"Non-Hodgkin lymphoma, unspecified type"	"C85.9"	"55-64 years"	"55-64"	"Female"	"F"	1074	12378763	8.7
	"Non-Hodgkin lymphoma, unspecified type"	"C85.9"	"55-64 years"	"55-64"	"Male"	"M"	1489	11399263	13.1
	"Non-Hodgkin lymphoma, unspecified type"	"C85.9"	"65-74 years"	"65-74"	"Female"	"F"	2221	10125424	21.9
	"Non-Hodgkin lymphoma, unspecified type"	"C85.9"	"65-74 years"	"65-74"	"Male"	"M"	2566	8293485	30.9
	"Non-Hodgkin lymphoma, unspecified type"	"C85.9"	"75-84 years"	"75-84"	"Female"	"F"	3320	7411198	44.8
	"Non-Hodgkin lymphoma, unspecified type"	"C85.9"	"75-84 years"	"75-84"	"Male"	"M"	2994	4813716	62.2
	"Non-Hodgkin lymphoma, unspecified type"	"C85.9"	"85+ years"	"85+"	"Female"	"F"	1669	2960708	56.4
	"Non-Hodgkin lymphoma, unspecified type"	"C85.9"	"85+ years"	"85+"	"Male"	"M"	1047	1193310	87.7
	"Waldenstr÷m macroglobulinemia"	"C88.0"	"55-64 years"	"55-64"	"Female"	"F"	19	12378763	0.2 (Unreliable)
	"Waldenstr÷m macroglobulinemia"	"C88.0"	"55-64 years"	"55-64"	"Male"	"M"	34	11399263	0.3
	"Waldenstr÷m macroglobulinemia"	"C88.0"	"65-74 years"	"65-74"	"Female"	"F"	33	10125424	0.3
	"Waldenstr÷m macroglobulinemia"	"C88.0"	"65-74 years"	"65-74"	"Male"	"M"	62	8293485	0.7
	"Waldenstr÷m macroglobulinemia"	"C88.0"	"75-84 years"	"75-84"	"Female"	"F"	76	7411198	1.0
	"Waldenstr÷m macroglobulinemia"	"C88.0"	"75-84 years"	"75-84"	"Male"	"M"	88	4813716	1.8
	"Waldenstr÷m macroglobulinemia"	"C88.0"	"85+ years"	"85+"	"Female"	"F"	65	2960708	2.2
	"Waldenstr÷m macroglobulinemia"	"C88.0"	"85+ years"	"85+"	"Male"	"M"	46	1193310	3.9
	"Multiple myeloma - Malignant neoplasms"	"C90.0"	"25-34 years"	"25-34"	"Male"	"M"	15	20233316	0.1 (Unreliable)
	"Multiple myeloma - Malignant neoplasms"	"C90.0"	"35-44 years"	"35-44"	"Female"	"F"	58	22669604	0.3
	"Multiple myeloma - Malignant neoplasms"	"C90.0"	"35-44 years"	"35-44"	"Male"	"M"	93	22407073	0.4
	"Multiple myeloma - Malignant neoplasms"	"C90.0"	"45-54 years"	"45-54"	"Female"	"F"	274	18632305	1.5
	"Multiple myeloma - Malignant neoplasms"	"C90.0"	"45-54 years"	"45-54"	"Male"	"M"	361	17945514	2.0
	"Multiple myeloma - Malignant neoplasms"	"C90.0"	"55-64 years"	"55-64"	"Female"	"F"	698	12378763	5.6
	"Multiple myeloma - Malignant neoplasms"	"C90.0"	"55-64 years"	"55-64"	"Male"	"M"	922	11399263	8.1
	"Multiple myeloma - Malignant neoplasms"	"C90.0"	"65-74 years"	"65-74"	"Female"	"F"	1450	10125424	14.3
	"Multiple myeloma - Malignant neoplasms"	"C90.0"	"65-74 years"	"65-74"	"Male"	"M"	1584	8293485	19.1
	"Multiple myeloma - Malignant neoplasms"	"C90.0"	"75-84 years"	"75-84"	"Female"	"F"	1848	7411198	24.9
	"Multiple myeloma - Malignant neoplasms"	"C90.0"	"75-84 years"	"75-84"	"Male"	"M"	1734	4813716	36.0
	"Multiple myeloma - Malignant neoplasms"	"C90.0"	"85+ years"	"85+"	"Female"	"F"	829	2960708	28.0
	"Multiple myeloma - Malignant neoplasms"	"C90.0"	"85+ years"	"85+"	"Male"	"M"	561	1193310	47.0
	"Plasma cell leukaemia - Malignant neoplasms"	"C90.1"	"65-74 years"	"65-74"	"Female"	"F"	15	10125424	0.1 (Unreliable)
	"Plasma cell leukaemia - Malignant neoplasms"	"C90.1"	"65-74 years"	"65-74"	"Male"	"M"	10	8293485	0.1 (Unreliable)
	"Plasmacytoma, extramedullary - Malignant neoplasms"	"C90.2"	"65-74 years"	"65-74"	"Male"	"M"	11	8293485	0.1 (Unreliable)
	"Plasmacytoma, extramedullary - Malignant neoplasms"	"C90.2"	"75-84 years"	"75-84"	"Female"	"F"	10	7411198	0.1 (Unreliable)
	"Plasmacytoma, extramedullary - Malignant neoplasms"	"C90.2"	"75-84 years"	"75-84"	"Male"	"M"	15	4813716	0.3 (Unreliable)
	"Acute lymphoblastic leukaemia - Malignant neoplasms"	"C91.0"	"1-4 years"	"1-4"	"Female"	"F"	19	7493614	0.3 (Unreliable)
	"Acute lymphoblastic leukaemia - Malignant neoplasms"	"C91.0"	"1-4 years"	"1-4"	"Male"	"M"	25	7846168	0.3
	"Acute lymphoblastic leukaemia - Malignant neoplasms"	"C91.0"	"5-9 years"	"5-9"	"Female"	"F"	24	10052618	0.2
	"Acute lymphoblastic leukaemia - Malignant neoplasms"	"C91.0"	"5-9 years"	"5-9"	"Male"	"M"	41	10553842	0.4
	"Acute lymphoblastic leukaemia - Malignant neoplasms"	"C91.0"	"10-14 years"	"10-14"	"Female"	"F"	33	9855664	0.3
	"Acute lymphoblastic leukaemia - Malignant neoplasms"	"C91.0"	"10-14 years"	"10-14"	"Male"	"M"	42	10357700	0.4
	"Acute lymphoblastic leukaemia - Malignant neoplasms"	"C91.0"	"15-19 years"	"15-19"	"Female"	"F"	27	9761569	0.3
	"Acute lymphoblastic leukaemia - Malignant neoplasms"	"C91.0"	"15-19 years"	"15-19"	"Male"	"M"	64	10323033	0.6
	"Acute lymphoblastic leukaemia - Malignant neoplasms"	"C91.0"	"20-24 years"	"20-24"	"Female"	"F"	35	9098615	0.4
	"Acute lymphoblastic leukaemia - Malignant neoplasms"	"C91.0"	"20-24 years"	"20-24"	"Male"	"M"	63	9492814	0.7
	"Acute lymphoblastic leukaemia - Malignant neoplasms"	"C91.0"	"25-34 years"	"25-34"	"Female"	"F"	48	19945090	0.2
	"Acute lymphoblastic leukaemia - Malignant neoplasms"	"C91.0"	"25-34 years"	"25-34"	"Male"	"M"	86	20233316	0.4
	"Acute lymphoblastic leukaemia - Malignant neoplasms"	"C91.0"	"35-44 years"	"35-44"	"Female"	"F"	52	22669604	0.2
	"Acute lymphoblastic leukaemia - Malignant neoplasms"	"C91.0"	"35-44 years"	"35-44"	"Male"	"M"	72	22407073	0.3
	"Acute lymphoblastic leukaemia - Malignant neoplasms"	"C91.0"	"45-54 years"	"45-54"	"Female"	"F"	62	18632305	0.3
	"Acute lymphoblastic leukaemia - Malignant neoplasms"	"C91.0"	"45-54 years"	"45-54"	"Male"	"M"	67	17945514	0.4
	"Acute lymphoblastic leukaemia - Malignant neoplasms"	"C91.0"	"55-64 years"	"55-64"	"Female"	"F"	79	12378763	0.6
	"Acute lymphoblastic leukaemia - Malignant neoplasms"	"C91.0"	"55-64 years"	"55-64"	"Male"	"M"	94	11399263	0.8
	"Acute lymphoblastic leukaemia - Malignant neoplasms"	"C91.0"	"65-74 years"	"65-74"	"Female"	"F"	76	10125424	0.8
	"Acute lymphoblastic leukaemia - Malignant neoplasms"	"C91.0"	"65-74 years"	"65-74"	"Male"	"M"	96	8293485	1.2
	"Acute lymphoblastic leukaemia - Malignant neoplasms"	"C91.0"	"75-84 years"	"75-84"	"Female"	"F"	87	7411198	1.2
	"Acute lymphoblastic leukaemia - Malignant neoplasms"	"C91.0"	"75-84 years"	"75-84"	"Male"	"M"	97	4813716	2.0
	"Acute lymphoblastic leukaemia - Malignant neoplasms"	"C91.0"	"85+ years"	"85+"	"Female"	"F"	34	2960708	1.1
	"Acute lymphoblastic leukaemia - Malignant neoplasms"	"C91.0"	"85+ years"	"85+"	"Male"	"M"	28	1193310	2.3
	"Chronic lymphocytic leukaemia - Malignant neoplasms"	"C91.1"	"35-44 years"	"35-44"	"Male"	"M"	14	22407073	0.1 (Unreliable)
	"Chronic lymphocytic leukaemia - Malignant neoplasms"	"C91.1"	"45-54 years"	"45-54"	"Female"	"F"	31	18632305	0.2
	"Chronic lymphocytic leukaemia - Malignant neoplasms"	"C91.1"	"45-54 years"	"45-54"	"Male"	"M"	113	17945514	0.6
	"Chronic lymphocytic leukaemia - Malignant neoplasms"	"C91.1"	"55-64 years"	"55-64"	"Female"	"F"	123	12378763	1.0
	"Chronic lymphocytic leukaemia - Malignant neoplasms"	"C91.1"	"55-64 years"	"55-64"	"Male"	"M"	324	11399263	2.8
	"Chronic lymphocytic leukaemia - Malignant neoplasms"	"C91.1"	"65-74 years"	"65-74"	"Female"	"F"	396	10125424	3.9
	"Chronic lymphocytic leukaemia - Malignant neoplasms"	"C91.1"	"65-74 years"	"65-74"	"Male"	"M"	723	8293485	8.7
	"Chronic lymphocytic leukaemia - Malignant neoplasms"	"C91.1"	"75-84 years"	"75-84"	"Female"	"F"	713	7411198	9.6
	"Chronic lymphocytic leukaemia - Malignant neoplasms"	"C91.1"	"75-84 years"	"75-84"	"Male"	"M"	915	4813716	19.0
	"Chronic lymphocytic leukaemia - Malignant neoplasms"	"C91.1"	"85+ years"	"85+"	"Female"	"F"	643	2960708	21.7
	"Chronic lymphocytic leukaemia - Malignant neoplasms"	"C91.1"	"85+ years"	"85+"	"Male"	"M"	468	1193310	39.2
	"Prolymphocytic leukaemia - Malignant neoplasms"	"C91.3"	"65-74 years"	"65-74"	"Male"	"M"	25	8293485	0.3
	"Prolymphocytic leukaemia - Malignant neoplasms"	"C91.3"	"75-84 years"	"75-84"	"Female"	"F"	18	7411198	0.2 (Unreliable)
	"Prolymphocytic leukaemia - Malignant neoplasms"	"C91.3"	"75-84 years"	"75-84"	"Male"	"M"	17	4813716	0.4 (Unreliable)
	"Hairy-cell leukaemia - Malignant neoplasms"	"C91.4"	"65-74 years"	"65-74"	"Male"	"M"	17	8293485	0.2 (Unreliable)
	"Hairy-cell leukaemia - Malignant neoplasms"	"C91.4"	"75-84 years"	"75-84"	"Male"	"M"	20	4813716	0.4
	"Hairy-cell leukaemia - Malignant neoplasms"	"C91.4"	"85+ years"	"85+"	"Female"	"F"	11	2960708	0.4 (Unreliable)
	"Hairy-cell leukaemia - Malignant neoplasms"	"C91.4"	"85+ years"	"85+"	"Male"	"M"	21	1193310	1.8
	"Lymphoid leukaemia, unspecified - Malignant neoplasms"	"C91.9"	"55-64 years"	"55-64"	"Male"	"M"	12	11399263	0.1 (Unreliable)
	"Lymphoid leukaemia, unspecified - Malignant neoplasms"	"C91.9"	"65-74 years"	"65-74"	"Female"	"F"	15	10125424	0.1 (Unreliable)
	"Lymphoid leukaemia, unspecified - Malignant neoplasms"	"C91.9"	"65-74 years"	"65-74"	"Male"	"M"	28	8293485	0.3
	"Lymphoid leukaemia, unspecified - Malignant neoplasms"	"C91.9"	"75-84 years"	"75-84"	"Female"	"F"	21	7411198	0.3
	"Lymphoid leukaemia, unspecified - Malignant neoplasms"	"C91.9"	"75-84 years"	"75-84"	"Male"	"M"	42	4813716	0.9
	"Lymphoid leukaemia, unspecified - Malignant neoplasms"	"C91.9"	"85+ years"	"85+"	"Female"	"F"	41	2960708	1.4
	"Lymphoid leukaemia, unspecified - Malignant neoplasms"	"C91.9"	"85+ years"	"85+"	"Male"	"M"	24	1193310	2.0
	"Acute myeloid leukaemia - Malignant neoplasms"	"C92.0"	"1-4 years"	"1-4"	"Female"	"F"	21	7493614	0.3
	"Acute myeloid leukaemia - Malignant neoplasms"	"C92.0"	"1-4 years"	"1-4"	"Male"	"M"	24	7846168	0.3
	"Acute myeloid leukaemia - Malignant neoplasms"	"C92.0"	"5-9 years"	"5-9"	"Female"	"F"	14	10052618	0.1 (Unreliable)
	"Acute myeloid leukaemia - Malignant neoplasms"	"C92.0"	"5-9 years"	"5-9"	"Male"	"M"	11	10553842	0.1 (Unreliable)
	"Acute myeloid leukaemia - Malignant neoplasms"	"C92.0"	"10-14 years"	"10-14"	"Female"	"F"	25	9855664	0.3
	"Acute myeloid leukaemia - Malignant neoplasms"	"C92.0"	"10-14 years"	"10-14"	"Male"	"M"	27	10357700	0.3
	"Acute myeloid leukaemia - Malignant neoplasms"	"C92.0"	"15-19 years"	"15-19"	"Female"	"F"	28	9761569	0.3
	"Acute myeloid leukaemia - Malignant neoplasms"	"C92.0"	"15-19 years"	"15-19"	"Male"	"M"	32	10323033	0.3
	"Acute myeloid leukaemia - Malignant neoplasms"	"C92.0"	"20-24 years"	"20-24"	"Female"	"F"	38	9098615	0.4
	"Acute myeloid leukaemia - Malignant neoplasms"	"C92.0"	"20-24 years"	"20-24"	"Male"	"M"	44	9492814	0.5
	"Acute myeloid leukaemia - Malignant neoplasms"	"C92.0"	"25-34 years"	"25-34"	"Female"	"F"	78	19945090	0.4
	"Acute myeloid leukaemia - Malignant neoplasms"	"C92.0"	"25-34 years"	"25-34"	"Male"	"M"	80	20233316	0.4
	"Acute myeloid leukaemia - Malignant neoplasms"	"C92.0"	"35-44 years"	"35-44"	"Female"	"F"	157	22669604	0.7
	"Acute myeloid leukaemia - Malignant neoplasms"	"C92.0"	"35-44 years"	"35-44"	"Male"	"M"	149	22407073	0.7
	"Acute myeloid leukaemia - Malignant neoplasms"	"C92.0"	"45-54 years"	"45-54"	"Female"	"F"	267	18632305	1.4
	"Acute myeloid leukaemia - Malignant neoplasms"	"C92.0"	"45-54 years"	"45-54"	"Male"	"M"	288	17945514	1.6
	"Acute myeloid leukaemia - Malignant neoplasms"	"C92.0"	"55-64 years"	"55-64"	"Female"	"F"	413	12378763	3.3
	"Acute myeloid leukaemia - Malignant neoplasms"	"C92.0"	"55-64 years"	"55-64"	"Male"	"M"	533	11399263	4.7
	"Acute myeloid leukaemia - Malignant neoplasms"	"C92.0"	"65-74 years"	"65-74"	"Female"	"F"	725	10125424	7.2
	"Acute myeloid leukaemia - Malignant neoplasms"	"C92.0"	"65-74 years"	"65-74"	"Male"	"M"	1031	8293485	12.4
	"Acute myeloid leukaemia - Malignant neoplasms"	"C92.0"	"75-84 years"	"75-84"	"Female"	"F"	881	7411198	11.9
	"Acute myeloid leukaemia - Malignant neoplasms"	"C92.0"	"75-84 years"	"75-84"	"Male"	"M"	1008	4813716	20.9
	"Acute myeloid leukaemia - Malignant neoplasms"	"C92.0"	"85+ years"	"85+"	"Female"	"F"	403	2960708	13.6
	"Acute myeloid leukaemia - Malignant neoplasms"	"C92.0"	"85+ years"	"85+"	"Male"	"M"	296	1193310	24.8
	"Chronic myeloid leukaemia - Malignant neoplasms"	"C92.1"	"20-24 years"	"20-24"	"Male"	"M"	17	9492814	0.2 (Unreliable)
	"Chronic myeloid leukaemia - Malignant neoplasms"	"C92.1"	"25-34 years"	"25-34"	"Female"	"F"	35	19945090	0.2
	"Chronic myeloid leukaemia - Malignant neoplasms"	"C92.1"	"25-34 years"	"25-34"	"Male"	"M"	49	20233316	0.2
	"Chronic myeloid leukaemia - Malignant neoplasms"	"C92.1"	"35-44 years"	"35-44"	"Female"	"F"	64	22669604	0.3
	"Chronic myeloid leukaemia - Malignant neoplasms"	"C92.1"	"35-44 years"	"35-44"	"Male"	"M"	90	22407073	0.4
	"Chronic myeloid leukaemia - Malignant neoplasms"	"C92.1"	"45-54 years"	"45-54"	"Female"	"F"	96	18632305	0.5
	"Chronic myeloid leukaemia - Malignant neoplasms"	"C92.1"	"45-54 years"	"45-54"	"Male"	"M"	123	17945514	0.7
	"Chronic myeloid leukaemia - Malignant neoplasms"	"C92.1"	"55-64 years"	"55-64"	"Female"	"F"	115	12378763	0.9
	"Chronic myeloid leukaemia - Malignant neoplasms"	"C92.1"	"55-64 years"	"55-64"	"Male"	"M"	142	11399263	1.2
	"Chronic myeloid leukaemia - Malignant neoplasms"	"C92.1"	"65-74 years"	"65-74"	"Female"	"F"	147	10125424	1.5
	"Chronic myeloid leukaemia - Malignant neoplasms"	"C92.1"	"65-74 years"	"65-74"	"Male"	"M"	236	8293485	2.8
	"Chronic myeloid leukaemia - Malignant neoplasms"	"C92.1"	"75-84 years"	"75-84"	"Female"	"F"	200	7411198	2.7
	"Chronic myeloid leukaemia - Malignant neoplasms"	"C92.1"	"75-84 years"	"75-84"	"Male"	"M"	229	4813716	4.8
	"Chronic myeloid leukaemia - Malignant neoplasms"	"C92.1"	"85+ years"	"85+"	"Female"	"F"	133	2960708	4.5
	"Chronic myeloid leukaemia - Malignant neoplasms"	"C92.1"	"85+ years"	"85+"	"Male"	"M"	82	1193310	6.9
	"Acute promyelocytic leukaemia - Malignant neoplasms"	"C92.4"	"25-34 years"	"25-34"	"Female"	"F"	11	19945090	0.1 (Unreliable)
	"Acute promyelocytic leukaemia - Malignant neoplasms"	"C92.4"	"45-54 years"	"45-54"	"Male"	"M"	12	17945514	0.1 (Unreliable)
	"Acute promyelocytic leukaemia - Malignant neoplasms"	"C92.4"	"55-64 years"	"55-64"	"Female"	"F"	14	12378763	0.1 (Unreliable)
	"Acute promyelocytic leukaemia - Malignant neoplasms"	"C92.4"	"65-74 years"	"65-74"	"Female"	"F"	12	10125424	0.1 (Unreliable)
	"Acute promyelocytic leukaemia - Malignant neoplasms"	"C92.4"	"65-74 years"	"65-74"	"Male"	"M"	15	8293485	0.2 (Unreliable)
	"Acute promyelocytic leukaemia - Malignant neoplasms"	"C92.4"	"75-84 years"	"75-84"	"Male"	"M"	10	4813716	0.2 (Unreliable)
	"Acute myelomonocytic leukaemia - Malignant neoplasms"	"C92.5"	"55-64 years"	"55-64"	"Female"	"F"	11	12378763	0.1 (Unreliable)
	"Acute myelomonocytic leukaemia - Malignant neoplasms"	"C92.5"	"65-74 years"	"65-74"	"Female"	"F"	20	10125424	0.2
	"Acute myelomonocytic leukaemia - Malignant neoplasms"	"C92.5"	"65-74 years"	"65-74"	"Male"	"M"	32	8293485	0.4
	"Acute myelomonocytic leukaemia - Malignant neoplasms"	"C92.5"	"75-84 years"	"75-84"	"Female"	"F"	30	7411198	0.4
	"Acute myelomonocytic leukaemia - Malignant neoplasms"	"C92.5"	"75-84 years"	"75-84"	"Male"	"M"	36	4813716	0.7
	"Acute myelomonocytic leukaemia - Malignant neoplasms"	"C92.5"	"85+ years"	"85+"	"Female"	"F"	13	2960708	0.4 (Unreliable)
	"Acute myelomonocytic leukaemia - Malignant neoplasms"	"C92.5"	"85+ years"	"85+"	"Male"	"M"	14	1193310	1.2 (Unreliable)
	"Other myeloid leukaemia - Malignant neoplasms"	"C92.7"	"55-64 years"	"55-64"	"Female"	"F"	13	12378763	0.1 (Unreliable)
	"Other myeloid leukaemia - Malignant neoplasms"	"C92.7"	"55-64 years"	"55-64"	"Male"	"M"	24	11399263	0.2
	"Other myeloid leukaemia - Malignant neoplasms"	"C92.7"	"65-74 years"	"65-74"	"Female"	"F"	41	10125424	0.4
	"Other myeloid leukaemia - Malignant neoplasms"	"C92.7"	"65-74 years"	"65-74"	"Male"	"M"	65	8293485	0.8
	"Other myeloid leukaemia - Malignant neoplasms"	"C92.7"	"75-84 years"	"75-84"	"Female"	"F"	52	7411198	0.7
	"Other myeloid leukaemia - Malignant neoplasms"	"C92.7"	"75-84 years"	"75-84"	"Male"	"M"	93	4813716	1.9
	"Other myeloid leukaemia - Malignant neoplasms"	"C92.7"	"85+ years"	"85+"	"Female"	"F"	28	2960708	0.9
	"Other myeloid leukaemia - Malignant neoplasms"	"C92.7"	"85+ years"	"85+"	"Male"	"M"	27	1193310	2.3
	"Myeloid leukaemia, unspecified - Malignant neoplasms"	"C92.9"	"55-64 years"	"55-64"	"Male"	"M"	19	11399263	0.2 (Unreliable)
	"Myeloid leukaemia, unspecified - Malignant neoplasms"	"C92.9"	"65-74 years"	"65-74"	"Female"	"F"	21	10125424	0.2
	"Myeloid leukaemia, unspecified - Malignant neoplasms"	"C92.9"	"65-74 years"	"65-74"	"Male"	"M"	29	8293485	0.3
	"Myeloid leukaemia, unspecified - Malignant neoplasms"	"C92.9"	"75-84 years"	"75-84"	"Female"	"F"	36	7411198	0.5
	"Myeloid leukaemia, unspecified - Malignant neoplasms"	"C92.9"	"75-84 years"	"75-84"	"Male"	"M"	41	4813716	0.9
	"Myeloid leukaemia, unspecified - Malignant neoplasms"	"C92.9"	"85+ years"	"85+"	"Female"	"F"	34	2960708	1.1
	"Myeloid leukaemia, unspecified - Malignant neoplasms"	"C92.9"	"85+ years"	"85+"	"Male"	"M"	25	1193310	2.1
	"Acute monocytic leukaemia - Malignant neoplasms"	"C93.0"	"65-74 years"	"65-74"	"Female"	"F"	16	10125424	0.2 (Unreliable)
	"Acute monocytic leukaemia - Malignant neoplasms"	"C93.0"	"65-74 years"	"65-74"	"Male"	"M"	21	8293485	0.3
	"Acute monocytic leukaemia - Malignant neoplasms"	"C93.0"	"75-84 years"	"75-84"	"Female"	"F"	20	7411198	0.3
